Total 29 Western Europe ,14433,10925,44183,65602,81213,159851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261276,,,,,,,,,,,,,,,,,,,,367466,,,,,,,,,,,,,,,,,,,,536803,,,,,,,,,,675788,,,,,,,,,,,,,902210,,,,,,,,814242,883301,875573,942341,993712,1005304,1054086,1096988,1130419,1111433,1057262,1029809,1064866,1107794,1153260,1189180,1244962,1277038,1352313,1334871,1347089,1339581,1339983,1288111,1120030,1066226,1136858,1215064,1310399,1396078,1478622,1532448,1611230,1699624,1805737,1888431,1971600,2018769,2114632,2250534,2370621,2486974,2603785,2761541,2876317,2983151,3088533,3252050,3438220,3590925,3711975,3875442,4096764,4185122,4167892,4346678,4471784,4605849,4774102,4849192,4860300,4901173,4990472,5110484,5238147,5384979,5539697,5763153,5960855,6032764,6143821,6222383,6206749,6382145,6548336,6667181,6852845,7058364,7264459,7539382,7685960,7773654,7857394
Western Offshoots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia ,144,160,180,180,180,173,173,177,183,195,205,207,212,216,228,280,292,303,314,335,410,413,440,452,438,577,525,497,585,679,716,809,960,1141,1207,1195,1491,1952,2393,2338,2459,3251,3114,2837,3793,3838,3837,3786,3910,4329,4303,4575,5120,5366,5414,5810,5525,6119,6764,6987,7755,7730,8052,8820,8944,9415,10108,9539,10951,11000,11719,11867,13131,13205,14345,13850,14914,13081,12362,12784,12066,12982,12264,14172,14172,15014,14568,14717,15881,16947,17145,18309,19052,19697,21307,22793,22967,23764,24861,24797,24341,24172,23716,23155,24488,25534,26818,28225,29579,31524,33002,33792,34305,34368,33662,30458,28416,30025,32110,33810,35798,37414,39306,40639,40749,43422,48271,53837,55738,53809,51109,49291,50503,53754,57308,61274,63892,64470,66481,70614,74471,77034,78577,82351,87421,91085,91713,97444,103413,110488,116131,119363,127422,134913,143118,152220,158992,163453,172314,176586,181367,188678,190653,196184,206515,210642,218780,218512,218539,233618,245444,250539,262925,274737,286820,291180,291916,302571,314360,327595,341575,354521,370333,389998,404662,412985,429007,442774,459504
New Zealand ,0,4,40,40,40,40,,,,,,,,,,40,,,,,,,,,,28,,,,,,,,,,103,,,,,,,,,,292,,,,,,,,,,902,965,1127,1283,1411,1497,1572,1792,1994,1763,1948,2029,2023,2006,2214,2203,2255,2307,2307,2428,2497,2515,2607,2671,2584,2677,2983,3018,3104,3208,3469,3480,3746,4099,4081,4457,4879,5174,4816,4885,5556,5862,5689,5781,5931,5960,5914,5769,5677,6313,7001,6538,6313,6822,6943,7313,6926,6729,7475,7741,7405,6775,6608,7047,7400,7747,9186,9683,10365,10510,10308,9984,11082,11313,11360,11695,12597,14100,12701,14071,16136,14904,15552,16084,18298,18639,19605,20165,20957,22449,22449,23704,24215,25749,27004,28724,30536,29142,29095,32099,31644,33285,34711,37177,39390,38937,39887,37944,38097,38874,39141,41041,41809,42955,45072,45420,46372,46564,46435,46850,46729,46113,46621,49627,52254,54413,56333,57151,57440,60413,61798,63946,66908,69400
Canada,32,64,100,100,86,738,,,,,,,,,,1169,,,,,,,,,,1972,,,,,,,,,,3304,,,,,,,,,,4887,,,,,,,,,,6407,6669,6599,7263,7437,7263,6774,7228,6948,7612,7961,9078,9497,9532,10300,9672,9776,10091,10824,10894,11697,11976,11906,11837,12395,12256,11941,13233,13757,15049,15887,17144,18820,19378,19658,21962,24162,25559,24336,26920,29225,31215,33275,34916,32577,34672,38163,39734,37186,34357,33973,30307,34741,36801,37360,41445,43680,48010,52269,52199,50454,42667,39630,36801,40712,43994,46368,50733,52060,55167,62744,71508,84182,87988,91305,88477,87569,91445,93121,95146,102164,107960,115816,121228,120390,131633,142282,146402,149021,155062,159880,164598,176130,185041,197098,210203,223832,230647,242703,255497,262098,276694,291314,312176,324928,332269,350467,362245,376894,392561,397814,410164,397671,409246,432711,456107,468055,487138,510815,523177,524475,513292,517779,529921,555411,570868,580060,604682,629359,664666,699572,711925,733774,748363
United States ,272,520,800,600,527,12548,,,,,,,,,,18219,,,,,,,,,,27694,,,,,,,,,,42583,,,,,,,,,,69346,,,,,,,,,,98374,102862,107065,112436,111735,117573,118974,122827,127964,143726,160656,166377,177002,181322,184591,185992,191596,200236,199302,211678,214714,224027,245757,233857,227131,254552,249379,273178,278869,304221,312499,347681,351303,368377,363720,390624,435636,442362,406146,455814,460471,475475,497722,517383,477545,490996,558774,544804,593956,599130,593438,579986,612064,692776,713989,730545,778144,785905,794700,843334,768314,709332,615686,602751,649316,698984,798322,832469,799357,862995,929737,1098921,1318809,1581122,1713572,1644761,1305357,1285697,1334331,1339505,1455916,1566784,1625245,1699970,1688804,1808126,1843455,1878063,1859088,1997061,2046727,2094396,2220732,2316765,2450915,2607294,2778086,2847549,2983081,3076517,3081900,3178106,3346554,3536622,3526724,3516825,3701163,3868829,4089548,4228647,4230558,4336141,4254870,4433129,4755958,4940383,5110480,5290129,5512845,5703521,5803200,5791931,5985152,6146210,6395858,6558151,6803769,7109775,7406631,7736163,8019378,8079583,8208732,8430760
Total Western Offshoots ,448,748,1120,920,833,13499,,,,,,,,,,19708,,,,,,,,,,30271,,,,,,,,,,47185,,,,,,,,,,78363,,,,,,,,,,111493,116021,120910,127746,127570,134088,135050,139899,145727,162045,179980,187592,198062,203811,208105,209585,215494,225764,225638,239345,242758,253432,273352,260726,254894,281551,277285,301693,309903,336650,346869,382873,388586,407735,404406,434188,482987,492147,454995,508927,518044,535519,560450,582941,540849,555969,627023,614024,659973,664288,659946,643650,681343,765978,789816,812305,862542,874948,888812,936936,856631,787191,691948,678710,731237,786523,891290,932191,902421,969421,1046211,1228684,1467911,1736162,1870047,1796042,1454814,1441744,1493907,1506030,1635490,1753540,1821083,1903763,1898106,2032869,2082376,2123207,2111417,2261993,2320141,2374411,2518521,2630968,2785505,2962352,3151817,3234760,3389792,3507231,3527862,3647077,3836032,4058289,4067628,4069398,4280195,4459671,4700723,4866597,4878155,5006126,4912862,5103869,5467359,5687354,5875446,6086756,6344832,6560368,6665584,6643252,6852122,7040118,7331119,7525008,7794682,8141940,8483428,8865904,9193732,9284461,9452188,9708027
Eastern Europe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,548,,,,,,,,,,682,,,728,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,1229,1310,1342,1431,1516,1644,1711,1874,2018,2170,2355,2453,2612,2782,2962,3156,3360,3579,3810,4058,4321,4602,4901,5218,5357,5497,5643,5793,5945,6101,6270,6428,6596,6771,6951,7133,7321,7514,7713,7917,8125,5850,5429,5950,6444,7301,7965,7153,8061,8875,9523,10209,10556,11189
Bulgaria ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172,,,,,,,,,,,,,,,,,,,,3896,,,,,,,,,,4892,,,,,,,,,,6581,,,7240,,,,,,,,,,,4976,5156,6671,7274,7160,7023,7741,8876,8933,9084,8308,7928,9659,10204,10470,10599,10319,10520,10018,10334,9551,7447,,,,,11971,14434,13773,15317,15030,16107,16121,17831,19382,20926,22908,24401,26405,27611,29787,31575,34067,35898,36559,38340,40523,41844,43826,45557,46986,50849,52371,51869,52989,55028,53449,54870,56644,55574,57412,55682,57154,57262,56903,55883,49779,45598,42269,41635,42384,43613,39514,37301,38793,39685,41828,43543,45677,47641
Czechoslovakia ,,,,,,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9981,,,,,,,,,,,,,,,,,,,,11820,,,,,,,,,,,,,,,,,,,,16936,,,,,,,,,,20994,,,,,,,,,,25851,,,27755,,,,,,,25091,27117,26395,28588,31558,35277,35138,37775,41106,42240,40856,39468,37886,36276,34889,34556,37387,41578,,,,,,,,,,,38108,40218,43368,44159,45630,45436,47295,51348,54373,57704,62117,64837,69749,72525,73496,72109,75495,78270,81657,85154,89123,90760,92592,95756,99142,102445,106165,109301,111050,116073,117489,118488,121763,121153,123512,125371,128313,129313,131700,132366,135308,136418,132560,115944,113300,113971,117827,124790,130723,131892,132604,134319,138730,142905,146488,152411
Hungary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,6459,,,,,,,,,,,,,,,,,,,,9751,,,,,,,,,,11990,,,,,,,,,,15291,,,16447,,,,,,,13585,,,,15740,18914,18125,18914,20576,21250,20789,19786,19260,21003,21135,22204,23684,23158,24342,26184,24391,24539,25773,,,,15559,16102,20148,21776,23158,25395,26250,26727,27664,30164,28799,31184,33273,34622,36431,38273,39868,42056,44424,44770,47319,50033,50641,52155,51974,54293,55460,58339,59852,61135,61316,65164,66743,66875,67549,68026,70477,69753,71579,69819,71217,72319,73421,71776,66990,59019,57211,56881,58558,59430,60214,62964,66024,68766,72345,75130,77758,79927
Poland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15954,,,,,,,,,,,,,,,,,,,,29345,,,,,,,,,,38016,,,,,,,,,,45028,,,46449,,,,,,,,,,,,,,,,58980,56247,52177,48107,46771,47439,48107,49504,58980,67788,,,,,,,,,,,,60742,63414,64872,68638,72526,76049,79450,83641,87711,90262,95121,102714,101317,107391,112190,118386,125857,130412,138309,136912,144018,154284,165521,177973,188421,197289,202209,205975,213446,209498,204213,193341,191579,201055,208526,210713,217394,214479,219217,215815,194920,181245,185804,192749,202951,217060,230084,245729,257524,268083,278675,281508,285365,296237
Romania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8546,,,,,,,,,,,,,,,,,,,,12925,,,,,,,,,,15565,,,,,,,,,,19698,,,21810,,,,,,,,,,,,,16850,16850,16850,16079,17235,17640,16657,17447,17640,18026,18218,17447,19375,,,,,,,,,,12975,,19279,20674,22169,23773,25493,27337,28544,29805,31121,32496,33931,36225,37497,40196,42741,45402,50588,52901,54019,56506,57779,65934,70175,72411,76479,79911,83998,85906,88702,91266,91517,90957,91035,90225,93811,93657,95257,93252,93020,90051,80277,69921,63768,64725,67249,72024,74833,70268,66895,66092,67480,71327,74893,78563
Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,,,,,,,,,,,,,,,,,,,,8169,,,,,,,,,,10079,,,,,,,,,,13795,,,14364,,,,,,,12810,13129,13522,14234,15264,16025,17154,16884,18381,19363,18995,18430,16712,17228,17866,17596,19878,20197,21817,23019,,,,,,,,20516,24492,26921,25277,26284,24200,27823,29362,31208,30495,35573,37014,41574,44190,46190,47057,51967,56919,58458,61605,62668,63983,71131,74489,83078,85945,88813,100269,100269,103375,110901,117014,125043,131058,133156,134359,135576,138682,139885,145690,143997,141983,140179,129953,112711,91391,76268,79190,83344,91337,100596,105772,103885,108609,112647,117000,120440
Total 7 East European Countries,1956,2600,6696,9289,11393,24906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38593,,,,,,,,,,,,,,,,,,,,50163,,,,,,,,,,,,,,,,,,,,81456,,,,,,,,,,102084,,,,,,,,,,126926,,,134794,,,,,,,,,,,,,,,,165840,,,,,,,,,,,185023,,,,,,,,,,185023,195670,198236,209145,218886,233857,239494,257611,272635,286886,304685,322781,328253,344112,364518,380016,404452,420645,436444,449862,465695,499790,524971,550756,583528,604251,619961,641681,662328,672299,675819,667932,674202,684326,705274,706201,725733,721188,727564,718039,662604,590288,559172,552179,574603,607562,634670,655904,675673,689706,717190,737268,757737,786408
Yugoslav and Czech Successor states ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16530,14610,10535,7287,7484,7933,12233,16710,19484,21335,22487,23499,24368,25148
Croatia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33139,26147,23088,21241,22494,24023,25441,27171,27850,27599,28400,29649,31191,32532
Macedonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7394,6936,6478,5992,5884,5819,5889,5972,6175,6440,6730,6427,6485,6706
Slovenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21624,19699,18616,19137,20152,20978,21733,22776,23596,24917,25889,26588,27466,28152
Serbia/Montenegro ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51266,45319,32675,22611,23176,24590,26041,27968,28667,23593,25103,26484,27490,27903
Former Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129953,112711,91391,76268,79190,83344,91337,100596,105772,103885,108609,112647,117000,120440
Czech Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91706,81054,80644,80694,82485,87382,91017,90355,89318,90396,93913,96391,97827,101537
Slovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40854,34889,32656,33277,35342,37408,39707,41538,43287,43923,44817,46514,48661,50873
Former Czechoslovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132560,115944,113300,113971,117827,124790,130723,131892,132604,134319,138730,142905,146488,152411
Successor Republics of USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16691,,,,,,,,,,,,,,,,,20483,18086,10526,9600,10118,10817,11455,11833,12697,13116,13889,15223,17521,19957
Azerbaijan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24378,,,,,,,,,,,,,,,,,33397,33163,25668,19739,15850,13980,14162,14983,16481,17701,19666,21613,23904,26581
Belarus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48333,,,,,,,,,,,,,,,,,73389,72362,65415,60443,53371,47821,49160,54764,59364,61383,64943,67995,71395,76250
Estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12214,,,,,,,,,,,,,,,,,16980,15282,13127,12011,11819,12351,12907,14262,15004,14989,16158,17192,18430,19370
Georgia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28627,,,,,,,,,,,,,,,,,41325,32605,17966,12702,11381,11677,12984,14348,14793,15221,15495,16239,17132,19034
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104875,,,,,,,,,,,,,,,,,122295,108843,103074,93591,81799,75091,75467,76750,75291,77324,84902,96364,105807,115647
Kyrgyzstan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11781,,,,,,,,,,,,,,,,,15787,14540,12533,10591,8462,8005,8573,9422,9620,9976,10515,11072,11072,11814
Latvia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18998,,,,,,,,,,,,,,,,,26413,23085,15675,13888,14193,14066,14600,15812,16555,17101,18281,19744,21007,22583
Lithuania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24643,,,,,,,,,,,,,,,,,32010,30185,23756,19907,17957,18890,19778,21163,22707,22321,23192,24676,26354,28911
Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20134,,,,,,,,,,,,,,,,,27112,22367,15881,15690,10842,10690,10059,10220,9556,9231,9425,10000,10780,11459
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872466,,,,,,,,,,,,,,,,,1151040,1093488,934932,853593,745187,714634,688907,698552,661529,703867,774253,813740,851986,914181
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279,,,,,,,,,,,,,,,,,15884,14534,9839,8236,6481,5678,4730,4810,5065,5252,5688,6268,6864,7564
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11483,,,,,,,,,,,,,,,,,13300,12675,10774,10935,9043,8392,8955,7934,8497,9899,10503,10934,11130,11887
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238156,,,,,,,,,,,,,,,,,311112,284045,255925,219583,169299,148644,133780,129767,127301,127046,134542,146920,154560,169088
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67012,,,,,,,,,,,,,,,,,87468,87031,77370,75591,71660,71015,72222,75978,79321,82811,86123,89999,93779,97905
Total Former USSR ,1560,2840,8458,11426,16196,37678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154049,,,,,,,,,,,,,232351,,,,,,,,,,,,,,,231886,238392,252333,257213,254424,264880,290903,334818,361306,398017,405220,430314,420091,333656,333656,333656,333656,333656,332727,369903,420555,465631,510243,512566,545792,569260,596910,648027,710065,724470,778840,770244,843434,891763,915928,895016,1010727,1068117,1119932,1169422,1237966,1255392,1351818,1387832,1395732,1513070,1556984,1561399,1634589,1673159,1715215,1707083,1709174,1724741,1767262,1823723,1847190,1863687,1940363,1965457,2007280,2037253,1987995,1862292,1592461,1436101,1237463,1171751,1137739,1160597,1133781,1187239,1287576,1367979,1441722,1552231
8 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,,,,,,,,,,,,,,,,,,,,7265,,,,,,,,,,12932,14036,13746,15722,17407,19703,20691,21127,23190,24353,26125,26590,28770,29060,26038,26183,25428,23364,27665,28683,30775,31559,34059,37837,40772,40597,42544,45567,48414,50623,48531,45160,43678,45712,49344,51524,51873,55650,55883,58004,58963,61986,62712,62218,69280,67042,73029,81136,85641,84478,85524,88866,84333,88866,92528,99125,101856,107087,113655,106303,114614,122809,120833,117927,130074,141960,142919,146755,153002,166080,174972,183458,189183,200720,213739,211850,211327,224084,214233,229547,232802,219434,212518,220016,224491,209641,224985,230797,226438,212373,212518,233770,254575,269341,291696,282653,295090,318698,334314,322947,320364,306237,272876,296991
Brazil ,,,400,342,574,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4959,,,,,,,,,,,,,,,,,,,,6985,7154,7327,7504,7686,7872,8062,8257,8457,8662,8871,9086,9306,9531,9761,9998,10240,10487,10741,11001,11267,11232,10865,9474,9695,12519,11616,11712,12300,12347,12201,13425,13425,13693,13961,14365,15735,15754,15639,16886,17078,18959,18747,19188,18844,19688,20263,21664,21223,24024,26393,26944,28801,30454,30434,30556,31210,33476,37333,37415,35187,34401,35599,38374,41585,42722,46824,48355,50376,50876,51381,54981,52944,60317,62562,64236,71013,73523,79157,84239,89342,93608,99181,103957,110836,118960,120674,130717,142577,154538,167397,179951,190932,192912,199423,203444,216181,224877,244921,266292,292480,322159,356880,401643,433322,455918,498823,522154,548342,587289,639093,611007,614538,593575,625438,675090,729252,753685,751910,776547,743765,751203,748949,782652,831176,866086,891202,925068,926918,934333,975444,988197,1007295,1012733
