Malaysia ,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2486,2776,2893,3007,3258,3449,3300,4020,3936,3889,4259,4194,4095,4743,5316,5165,5865,7261,7219,6988,6431,6762,7380,6672,7380,6672,7089,8557,6945,6878,9354,,,,,6186,7017,9277,10032,9478,9930,9977,10607,10677,11320,11257,11256,12026,12899,13794,14578,15271,16235,17405,18278,18587,20217,21382,22684,24359,26195,29982,32222,32489,36536,39513,42970,46469,50333,53901,57102,60588,65290,64617,65434,68898,74982,81996,89823,98397,107140,117741,128587,141226,155353,166729,154459,163939,177955,178532,185880,195543
Nepal ,,,,,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462,4591,4748,5038,5145,5248,5484,5484,5792,5957,6091,6238,6385,6537,6689,6849,7331,7216,7265,7590,7787,7693,7934,7894,8393,8518,8893,9161,9563,9790,9563,9563,10749,10433,11441,12146,12664,13164,14199,14525,15609,16603,17285,17950,19425,20099,21170,22025,22435,23175,24681,25989,26322,26660
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23477,23764,25366,24534,24625,26983,27603,28238,29069,30339,30762,31095,32621,34602,37111,39439,42417,44307,47919,49718,53195,56642,62522,62824,63323,67828,70141,73043,76898,79951,86406,89580,98907,106753,114852,122649,127518,138632,147421,155994,166031,174001,182014,191942,205962,209584,217417,228206,239266,241694,247857,256929,265634,270575,279284,293666
Singapore ,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268,2406,2569,2758,2896,3078,3200,3352,3485,3470,3803,4123,4411,4848,4680,5033,5593,6255,7123,8098,9209,10362,11752,13108,13994,14549,15588,16797,18245,19932,21865,23960,25601,27695,30006,29451,29975,32817,36491,39857,43330,46259,49355,55404,61722,66685,72117,78283,77549,82869,90900,89169,91086,92079
Sri Lanka,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,2372,2332,2230,2257,2235,2270,2311,2341,2135,2307,2509,2699,2874,2925,2844,2670,2588,3044,3004,2985,3494,3529,3651,3709,3739,3934,4018,4221,4461,4779,5048,4804,4785,5093,5144,5167,5307,5509,5520,5286,5639,5519,5533,5938,5853,5574,5829,6137,5658,6041,5733,5617,5831,5782,6148,6534,7022,7053,7202,7571,7220,6914,6604,6699,7397,6982,6981,7466,7407,7230,7673,7875,8189,8085,7437,7420,7199,7554,8397,8939,9438,10025,10485,10688,10979,11621,11698,11869,12214,12385,12841,13104,13575,13856,14515,14971,14804,16157,17362,18053,18912,18752,19147,19922,20570,21047,21669,23082,24523,26125,27550,29302,30788,32366,33951,35381,37163,37529,38520,39543,42089,44025,45918,49086,51835,54686,56765,60397,63236,65955,69913,68833,71562,75786
Total 16 East Asian countries ,,,,,,386556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500686,,,,,,,,,,,,,612085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847567,910087,980533,1043764,1088138,1143823,1220339,1272434,1358322,1415513,1480171,1477820,1538055,1647532,1801018,1888530,2021725,2124523,2255560,2472453,2706705,2821220,2967260,3204817,3243520,3394187,3521614,3739259,4005875,4187239,4362348,4584733,4777549,5049967,5383881,5685890,5982284,6385067,6847655,7165924,7540179,7897676,8352105,8808362,9371976,10165479,10619290,11044540,10963142,11448175,12144309,12790210,13604106,14800811
29 East Asian countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255,5408,5591,5933,6059,6180,6458,6458,6821,7016,7268,7331,7457,7594,7741,7914,7993,8214,8508,8645,8819,8398,8240,9181,9680,10184,10694,9959,10752,10715,10427,10547,10726,11157,11336,11299,12161,10064,9228,9284,8861,8932,9021,8741,8479,10700,11342,12023,12744,13508,13508,12157,15634,18088
Cambodia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2228,2368,2392,2670,2614,2963,3163,3322,3646,3863,3827,4139,4451,4331,4538,4744,4988,5214,5292,4785,4546,4301,5858,5007,4342,4650,5016,5484,5593,5705,5774,6218,6660,7106,7554,7998,7839,8035,8233,8235,8860,9482,9870,10258,10940,11543,11846,11998,13294,14224,15035,15862,16687
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,1192,1229,1267,1306,1347,1388,1431,1476,1521,1568,1617,1667,1718,1772,1826,1883,1941,2001,2063,2127,2193,2261,2331,2403,2477,2554,2633,2714,2798,2885,2974,3066,3161,3258,3359,3463,3570,3681,3795,3912,4031,4245,4674,4964,5230,5355,5636,5806,6257,6615,6992,7401,7830
Mongolia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,353,370,387,406,426,448,473,499,528,559,592,627,660,699,740,782,828,876,927,982,1041,1103,1170,1243,1319,1396,1479,1567,1661,1758,1905,2064,2184,2314,2446,2675,2768,2909,3031,2954,2681,2426,2354,2408,2560,2620,2726,2821,2821,2821,2821,2821,2821
North Korea ,,,1518,,2315,2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8087,6496,6675,8288,8683,9316,9444,10230,10816,11260,11483,11972,12249,13295,14445,15370,17308,18711,21268,24743,27184,36229,37854,42819,44038,44891,45652,46379,47104,47842,48621,49388,50138,50905,51695,52505,53331,54172,55033,55934,56874,57846,53391,53552,39468,32758,27091,25249,25130,25310,25310,25310,25310,25310
Vietnam,,,,,,3453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16681,17445,18209,19034,19920,20806,21631,22486,23372,24289,25297,26554,29917,30821,32322,32666,32975,28829,28329,30702,31295,32889,35815,38238,36744,34130,39879,41343,41622,41873,40671,42103,45526,48042,52355,55481,57056,59127,62685,65615,68959,72965,79313,85720,93292,102192,111737,120845,127812,133913,143002,152862,163685,175569
Total 23 Small East Asian countries,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871,4015,4254,4345,4501,4668,4852,5047,5235,5439,5677,5978,6172,6538,6838,7219,7609,7904,8400,8805,9640,10441,11005,12022,12664,12835,13250,13472,14174,15253,14954,15037,15296,15734,15971,16639,17445,18063,18715,19389,19439,20296,21191,22125,23064,24075,25136,26236,26675,28799,28803,29015,32091,34239
Total 29 East Asian countries ,,,,,,10651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37544,37137,38696,41646,43545,45357,47184,49288,51541,53699,55715,57871,62228,65077,68148,70273,73294,71415,74596,81177,84832,95737,100579,111619,111779,110178,118075,120281,123417,125735,125021,127728,133034,137843,144035,149283,154129,155603,160286,165281,169234,175611,179069,187036,181933,188455,194824,204562,212986,223902,234284,244192,262804,280544
15 West Asian countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,257,273,290,309,328,349,371,394,419,445,474,504,536,571,607,646,688,732,779,832,898,969,1046,1136,1015,1180,1322,1424,1419,1525,1568,1669,1785,1860,1854,1897,1935,2003,2053,2054,2148,2316,2508,2502,2600,2707,2791,2924,3050,3212,3357,3528,3729
Iran,2000,2925,2400,,3000,3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28128,28128,28128,28156,28156,28156,30659,34939,39013,42360,46467,50405,51389,57043,61178,68688,75579,84102,96759,109304,120865,135829,157909,171466,186655,195684,229241,226315,199481,182267,156643,151918,175826,199031,202379,207245,187780,184939,174532,181227,199819,220999,234472,239395,244901,252983,267403,280773,285827,296117,312995,324580,348923,371952
Iraq ,500,1300,550,,550,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7041,7661,8470,11899,14145,13568,14511,14370,16039,16715,18658,20806,21841,21447,24024,26206,27593,26953,31740,32818,32691,34712,33430,39042,41133,47977,57735,59320,70127,86258,84392,69078,68501,62544,62699,61714,61073,62812,49540,45160,44583,16540,21370,21370,20306,18475,20799,19996,22993,24948,27692,30185,32297,25256
Israel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,4707,4910,4852,5776,6558,7142,7761,8319,9370,9986,11077,12171,13461,14780,16171,16349,16758,19320,21755,23520,26107,29342,30839,32941,34038,34480,34480,36144,38416,41053,43173,43948,45496,45905,47489,49760,53344,54417,54895,58511,61848,66051,68298,74172,79215,82938,85675,88246,87903,94408,93558,92155,100065
Jordan ,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,990,1049,1112,1178,1116,1532,1571,1729,1858,1977,2381,2446,2582,3032,3379,3474,3839,3696,4031,3600,3682,3800,3999,4355,4657,5789,6166,7462,8142,9689,10147,10897,11115,12071,12493,13626,13997,13853,12387,12371,12656,14807,15666,16445,17495,17861,18409,18950,19530,20288,21282,22304,23040
Kuwait ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181,4532,4804,5280,5882,6020,6464,6693,7024,7747,8420,8495,9474,9984,10962,11205,12584,12885,14089,14474,22944,24537,25503,23847,20799,18287,19466,18722,20072,22827,18178,14737,13006,14039,14775,14148,15352,14733,15247,16389,13111,7735,13723,18416,19970,20186,19518,19708,19354,19173,20151,20292,20191,22149
Lebanon ,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,2972,3157,3634,4171,4506,4399,4476,3840,4164,4274,4555,4731,4771,5059,5569,5950,5668,6381,6520,6950,7590,8514,8915,10465,10724,10989,11260,11539,10873,10879,10366,9680,9584,9786,10028,9581,6705,6099,6106,6099,8429,8808,9425,10179,10841,11274,11725,12077,12198,12198,12442,12691,13072
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,324,344,366,389,413,439,467,496,528,560,567,681,711,712,715,752,1250,2274,2858,2957,2983,3262,2809,3132,3897,4397,4410,4326,4511,4784,5599,6245,7288,8507,9697,9906,10699,11018,11481,11487,12176,13211,14017,14556,15259,15700,16671,17121,16954,17462,18772,19091,19358
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,827,876,963,1073,1099,1180,1223,1282,1415,1496,1497,1555,1657,1712,1837,2493,3014,3474,3706,3756,4665,5263,6228,5661,5823,6263,5586,6114,6364,6816,5834,4731,4246,4143,3699,3130,3192,3240,3275,3276,3263,3566,3552,3635,3742,3922,4865,5275,5443,5987,6256,6713,7284
Saudi Arabia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610,9334,9893,10875,12115,12399,13312,13785,14465,15955,17548,19632,21974,23885,25986,29137,33374,36310,39547,42578,46573,53289,61469,73601,84700,84924,92251,106191,112511,120028,132160,142630,144989,129404,129258,120605,113260,118495,122284,126701,144438,156571,160955,159989,160811,161564,163815,167106,169987,168674,176233,177114,177291,190056
Syria ,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418,8098,10202,11566,13266,11970,14175,15051,12972,13460,13704,14832,18351,18342,18755,18704,17265,18696,19394,23031,22155,24352,30447,27846,34563,41306,45834,45254,49202,50986,57097,62527,63857,64766,62131,65928,62670,63865,72342,65860,70894,75927,81318,89938,96821,102698,109904,112640,121201,119012,121988,126624,131942,135372
Turkey ,4400,4200,3780,4740,5040,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18195,,,,,,,,,,9882,11819,13159,15275,13886,15388,17842,18649,19763,18568,21007,21491,21927,26093,26965,29338,31776,29855,27158,28337,25721,24623,21297,27514,29064,33003,31340,34279,38667,43295,48128,46757,50528,52173,56321,58892,61600,63417,64480,68422,74866,77951,80008,89366,93377,99650,104929,110071,120046,127931,133858,144829,157855,171601,179005,184113,182536,181165,189014,198495,205811,217637,228744,244752,266108,276460,279614,305395,308224,326670,352940,333685,357681,382738,411553,424278,404299,434055,401520,433408,458454
United Arab Emirates ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,1225,1298,1427,1590,1628,1749,1812,1902,2097,2312,2526,2809,3097,3414,3762,4147,4570,5037,5554,6123,7147,8343,9739,12894,13307,15308,17978,17557,21926,27717,28492,26145,24833,25893,25287,19919,20631,20580,22766,25496,25547,26237,26001,28228,30459,32356,34517,35916,37296,39233,40606,41378,44274
Yemen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,4468,4584,4708,4831,4959,5091,5228,5367,5510,5660,5810,5970,6148,6307,6486,6674,6868,7052,7260,8731,10253,11070,12431,13152,14152,16363,18167,19711,20805,20918,22191,22563,23856,24778,24578,25115,26135,27249,28203,28212,28297,29683,30544,31205,34594,36631,39592,41532,43067,45229,47310,49155,50678
West Bank and Gaza ,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,1009,1055,1104,1157,1206,1260,1321,1380,1462,1534,1588,1683,1783,1891,2010,2130,2045,1859,1931,2044,2169,2306,2455,2632,2797,2958,3137,3332,3531,3732,3940,4176,4465,4769,5094,5446,5834,6265,6706,7222,7853,8555,9308,10189,11234,12381,13573,14807,16153,16153,12922,10338,9000
Total 15 West Asian countries ,10120,12415,10495,12637,12291,15270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106283,113196,122340,134360,140794,144454,154435,165389,173113,184660,196458,209125,223998,240313,256333,274485,298375,317024,351005,381528,413812,458258,509558,548120,599047,636442,713856,737313,743114,760889,756749,761214,794728,808263,826592,838601,823267,853424,855130,855130,932968,948214,1011743,1061367,1067605,1119026,1179947,1239594,1280488,1273817,1347284,1336820,1401405,1473739
Total Asia ,76735,85815,161317,217089,229671,412477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556845,,,,,,,,,,,,,680788,,,,,,,,,,,,,,,,,,,,,,,,,,,1107589,,,,,,,,,,991393,1060420,1141568,1219770,1272478,1333634,1421958,1487111,1582977,1653872,1732345,1744816,1824281,1952923,2125500,2233288,2393394,2512962,2681161,2935158,3205349,3375215,3577397,3864556,3954346,4140807,4353545,4596852,4872406,5073863,5244119,5473675,5705312,5996073,6354509,6673774,6959680,7394094,7863071,8186335,8642381,9021501,9542917,10056765,10621514,11472960,11994061,12488696,12456616,12945894,13725876,14371222,15268315,16555094
57 African countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria ,900,,,,,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12136,12221,12767,13046,13811,14224,15619,17391,18022,21323,22780,20013,15765,19928,20971,22367,21287,23277,25996,28484,31336,28666,34685,35814,37999,40705,43387,47319,53387,58193,59273,60766,64662,68012,71774,75512,74747,74225,72672,75123,73934,73047,74216,72583,71929,74663,77500,78353,82349,84984,87109,89374,92949,99362
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,4491,4660,4833,4703,5080,4985,5461,5751,5777,6011,6635,6444,6791,7587,8194,8635,9064,8947,9255,9909,9943,10091,10784,10242,6314,5669,5799,6037,6184,6483,6353,6050,5851,5881,5911,5379,5985,6843,6959,7202,7252,7180,5241,5310,5861,6518,7033,7511,7759,7991,8239,9425,9745
Benin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813,1813,1813,1762,1813,1813,1813,1813,1880,1950,2010,2075,2005,2097,2240,2356,2443,2467,2561,2637,2692,2704,2942,3011,2784,2904,3029,3199,3301,3565,3901,4122,4566,4366,4713,5068,5182,5104,5258,5144,5347,5598,5822,6026,6291,6581,6942,7338,7675,8037,8503,8928,9464,9918
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,155,159,164,169,174,179,184,189,195,200,207,213,220,228,235,258,284,313,344,378,448,592,722,873,862,1024,1061,1264,1391,1589,1736,1865,2159,2400,2577,2773,3017,3492,3944,4178,4379,4510,4600,4761,4975,5259,5611,5942,6317,6860,7217,7576,8078
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076,2155,2233,2314,2399,2489,2582,2676,2777,2877,2962,3080,3269,3228,3302,3429,3446,3749,3865,3942,3950,4106,4272,4045,3969,3798,3761,4027,4496,4542,4616,4820,4926,4870,4948,5596,6474,6364,6893,6814,6748,7423,7608,7548,7654,7999,8598,9010,9588,10191,10416,11114,11692,12627
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,899,927,965,1018,1050,1090,1132,1163,1230,1249,1078,1176,1224,1298,1347,1409,1537,1520,1501,1902,2052,1831,1963,1947,1966,2121,2383,2357,2404,2594,2877,2865,2954,2951,3295,3421,3562,3694,3747,3879,4073,4101,3859,3716,3445,3156,3169,3320,3287,3284,3353,3503,3462
Cameroon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,3401,3525,3653,3788,3929,4073,4224,4381,4542,4666,4722,4867,5047,5227,5332,5581,5736,6109,6411,6605,6801,7096,7201,7523,7910,8061,8520,8985,9474,10441,12222,13147,14068,15170,16528,17722,16839,16072,14632,14393,13846,13417,12987,12662,13081,13734,14435,15156,15823,16488,17362,18490,19332
Cape Verde ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,69,71,75,76,78,82,81,83,93,100,107,113,120,127,133,140,147,153,160,166,155,148,147,143,147,147,148,164,182,249,271,279,306,317,345,355,380,392,413,430,283,231,434,463,499,532,573,615,668,713,756,794,836
Central African Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,1008,1045,1083,1123,1165,1207,1252,1299,1346,1358,1409,1373,1369,1391,1409,1420,1487,1494,1565,1638,1590,1557,1627,1580,1609,1679,1816,1848,1745,1730,1757,1790,1681,1803,1826,1859,1812,1845,1913,1982,1970,1844,1850,1972,2075,1919,2067,2147,2225,2265,2272,2258,2100
Chad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,1286,1333,1381,1432,1485,1540,1597,1657,1717,1730,1753,1846,1819,1773,1783,1752,1764,1756,1876,1912,1948,1815,1726,1963,2301,2267,2098,2088,1640,1541,1557,1640,1897,1937,2361,2264,2208,2551,2698,2537,2801,2868,2816,2971,2983,3075,3204,3451,3531,3566,3919,4307,4794
Comoro Islands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,88,90,94,99,102,106,110,113,120,130,132,144,174,188,188,208,217,218,221,238,280,258,229,279,219,194,190,197,202,215,226,235,244,252,259,266,277,289,290,294,278,302,311,294,320,316,330,333,340,336,344,352,359
